sale_id,sale_time,table_id,customer_id,item_id,quantity,unit_price,total_amount,bartender_id,waiter_id,tip_amount
SALE00590,2026-06-19 00:44:00,TBL020,CUS085,ITEM050,1,80,80,EMP004,EMP007,11.48
SALE00591,2026-06-18 23:19:00,TBL020,CUS085,ITEM051,1,115,115,EMP003,EMP008,7.82
SALE00592,2026-06-19 00:17:00,TBL020,CUS085,ITEM058,1,50,50,EMP002,EMP016,0.0
SALE00593,2026-06-18 23:49:00,TBL020,CUS085,ITEM060,3,48,144,EMP004,EMP008,0.0
SALE00594,2026-06-19 00:44:00,TBL020,CUS085,ITEM040,1,426,426,EMP004,EMP010,0.0
SALE00595,2026-06-18 22:23:00,TBL020,CUS085,ITEM029,1,1509,1509,EMP006,EMP017,155.03
SALE00596,2026-06-19 00:09:00,TBL020,CUS085,ITEM035,3,70,210,EMP006,EMP010,13.34
SALE00597,2026-06-18 23:55:00,TBL020,CUS085,ITEM019,3,141,423,EMP004,EMP008,41.93
SALE00598,2026-06-19 00:03:00,TBL020,CUS085,ITEM031,3,51,153,EMP003,EMP019,0.0
SALE00599,2026-06-19 00:15:00,TBL020,CUS085,ITEM029,1,1509,1509,EMP006,EMP016,172.17
SALE00600,2026-06-18 23:38:00,TBL020,CUS085,ITEM035,1,70,70,EMP004,EMP010,7.26
SALE00601,2026-06-19 00:27:00,TBL020,CUS085,ITEM044,1,809,809,EMP006,EMP007,0.0
SALE00602,2026-06-18 23:26:00,TBL020,CUS085,ITEM039,1,744,744,EMP004,EMP010,82.81
SALE00603,2026-06-18 23:18:00,TBL021,CUS021,ITEM014,3,113,339,EMP001,EMP010,0.0
SALE00604,2026-06-18 23:25:00,TBL021,CUS042,ITEM025,1,94,94,EMP001,EMP009,7.01
SALE00605,2026-06-18 23:15:00,TBL021,CUS047,ITEM060,2,48,96,EMP006,EMP011,13.24
SALE00606,2026-06-18 23:26:00,TBL021,CUS012,ITEM027,3,294,882,EMP004,EMP011,0.0
SALE00607,2026-06-18 23:05:00,TBL021,CUS008,ITEM032,2,79,158,EMP006,EMP013,20.02
SALE00608,2026-06-18 21:59:00,TBL021,CUS020,ITEM015,1,101,101,EMP002,EMP019,6.9
SALE00609,2026-06-19 01:27:00,TBL022,CUS447,ITEM017,3,78,234,EMP004,EMP011,18.36
SALE00610,2026-06-19 00:53:00,TBL022,CUS447,ITEM007,1,139,139,EMP002,EMP008,13.87
SALE00611,2026-06-18 23:29:00,TBL022,CUS447,ITEM029,2,1509,3018,EMP001,EMP020,176.13
SALE00612,2026-06-18 23:47:00,TBL022,CUS447,ITEM005,1,72,72,EMP004,EMP018,7.9
SALE00613,2026-06-18 23:37:00,TBL023,CUS432,ITEM004,2,137,274,EMP005,EMP008,30.89
SALE00614,2026-06-18 23:56:00,TBL023,CUS432,ITEM047,2,140,280,EMP001,EMP020,28.8
SALE00615,2026-06-18 22:44:00,TBL023,CUS432,ITEM010,3,165,495,EMP001,EMP017,50.39
SALE00616,2026-06-18 23:18:00,TBL023,CUS432,ITEM053,1,1105,1105,EMP001,EMP017,97.37
SALE00617,2026-06-19 01:10:00,TBL023,CUS432,ITEM053,1,1105,1105,EMP001,EMP016,57.44
SALE00618,2026-06-18 23:42:00,TBL023,CUS432,ITEM031,3,51,153,EMP006,EMP016,21.58
SALE00619,2026-06-19 00:21:00,TBL023,CUS432,ITEM032,3,79,237,EMP004,EMP014,0.0
SALE00620,2026-06-18 23:36:00,TBL023,CUS432,ITEM035,2,70,140,EMP006,EMP018,20.54
SALE00621,2026-06-18 23:02:00,TBL023,CUS432,ITEM057,1,22,22,EMP004,EMP019,1.19
SALE00622,2026-06-19 00:12:00,TBL023,CUS432,ITEM057,3,22,66,EMP002,EMP020,4.67
SALE00623,2026-06-18 23:57:00,TBL023,CUS432,ITEM057,2,22,44,EMP004,EMP013,3.69
SALE00624,2026-06-18 23:31:00,TBL023,CUS432,ITEM009,3,125,375,EMP002,EMP018,26.05
SALE00625,2026-06-19 00:50:00,TBL023,CUS432,ITEM043,1,1237,1237,EMP004,EMP012,88.26
SALE00626,2026-06-19 00:42:00,TBL023,CUS432,ITEM040,1,426,426,EMP004,EMP009,0.0
SALE00627,2026-06-18 22:49:00,TBL024,CUS148,ITEM025,3,94,282,EMP006,EMP017,18.5
SALE00628,2026-06-18 23:40:00,TBL024,CUS148,ITEM051,1,115,115,EMP004,EMP010,0.0
SALE00629,2026-06-18 23:55:00,TBL024,CUS148,ITEM044,1,809,809,EMP001,EMP008,114.89
SALE00630,2026-06-18 23:45:00,TBL024,CUS148,ITEM022,1,252,252,EMP002,EMP018,17.97
SALE00631,2026-06-18 23:29:00,TBL024,CUS148,ITEM024,3,165,495,EMP004,EMP014,33.42
SALE00632,2026-06-18 22:34:00,TBL024,CUS148,ITEM052,1,721,721,EMP002,EMP013,101.68
SALE00633,2026-06-18 23:44:00,TBL024,CUS148,ITEM036,3,47,141,EMP003,EMP018,0.0
SALE00634,2026-06-19 00:11:00,TBL024,CUS148,ITEM008,3,157,471,EMP004,EMP008,0.0
SALE00635,2026-06-18 23:02:00,TBL025,CUS499,ITEM031,2,51,102,EMP005,EMP018,0.0
SALE00636,2026-06-18 23:02:00,TBL025,CUS499,ITEM029,1,1509,1509,EMP004,EMP017,209.09
SALE00637,2026-06-18 23:17:00,TBL025,CUS499,ITEM057,2,22,44,EMP005,EMP011,0.0
SALE00638,2026-06-18 23:41:00,TBL025,CUS499,ITEM008,3,157,471,EMP003,EMP018,0.0
SALE00639,2026-06-18 23:33:00,TBL025,CUS499,ITEM023,3,244,732,EMP001,EMP016,0.0
SALE00640,2026-06-18 22:54:00,TBL025,CUS499,ITEM011,2,122,244,EMP005,EMP011,0.0
SALE00641,2026-06-18 23:21:00,TBL025,CUS499,ITEM002,2,103,206,EMP001,EMP017,16.62
SALE00642,2026-06-18 23:58:00,TBL025,CUS499,ITEM028,2,343,686,EMP006,EMP008,36.45
SALE00643,2026-06-17 21:46:00,TBL001,CUS024,ITEM056,1,18,18,EMP003,EMP013,1.75
SALE00644,2026-06-17 22:06:00,TBL001,CUS027,ITEM060,2,48,96,EMP003,EMP019,14.34
SALE00645,2026-06-17 22:31:00,TBL001,CUS005,ITEM022,1,252,252,EMP003,EMP015,19.7
SALE00646,2026-06-17 22:05:00,TBL001,CUS048,ITEM059,1,52,52,EMP005,EMP008,3.27
SALE00647,2026-06-17 21:54:00,TBL001,CUS004,ITEM005,1,72,72,EMP005,EMP019,4.23
SALE00648,2026-06-17 22:24:00,TBL001,CUS029,ITEM001,3,149,447,EMP001,EMP009,65.51
SALE00649,2026-06-17 21:57:00,TBL001,CUS005,ITEM008,1,157,157,EMP006,EMP008,19.13
SALE00650,2026-06-17 22:30:00,TBL001,CUS030,ITEM060,1,48,48,EMP001,EMP013,4.94
SALE00651,2026-06-18 00:20:00,TBL001,CUS477,ITEM019,3,141,423,EMP001,EMP014,21.42
SALE00652,2026-06-18 00:09:00,TBL001,CUS477,ITEM013,2,81,162,EMP005,EMP010,0.0
SALE00653,2026-06-17 23:41:00,TBL001,CUS477,ITEM005,1,72,72,EMP002,EMP009,9.62
SALE00654,2026-06-17 22:57:00,TBL001,CUS477,ITEM031,3,51,153,EMP004,EMP011,0.0
SALE00655,2026-06-17 23:57:00,TBL001,CUS477,ITEM047,1,140,140,EMP003,EMP011,0.0
SALE00656,2026-06-17 23:07:00,TBL001,CUS477,ITEM005,2,72,144,EMP005,EMP019,0.0
SALE00657,2026-06-17 23:56:00,TBL001,CUS477,ITEM034,1,75,75,EMP001,EMP012,10.62
SALE00658,2026-06-17 22:38:00,TBL001,CUS477,ITEM060,3,48,144,EMP005,EMP011,0.0
SALE00659,2026-06-17 23:10:00,TBL002,CUS459,ITEM037,2,62,124,EMP005,EMP018,13.48
SALE00660,2026-06-17 23:59:00,TBL002,CUS459,ITEM023,2,244,488,EMP003,EMP019,0.0
SALE00661,2026-06-17 23:18:00,TBL002,CUS459,ITEM035,2,70,140,EMP006,EMP019,20.29
SALE00662,2026-06-17 23:50:00,TBL002,CUS459,ITEM021,2,98,196,EMP002,EMP013,18.31
SALE00663,2026-06-17 23:23:00,TBL002,CUS459,ITEM012,1,95,95,EMP002,EMP008,9.24
SALE00664,2026-06-17 23:20:00,TBL002,CUS459,ITEM013,1,81,81,EMP003,EMP020,0.0
SALE00665,2026-06-18 00:03:00,TBL002,CUS459,ITEM015,1,101,101,EMP004,EMP013,0.0
SALE00666,2026-06-17 23:23:00,TBL003,CUS158,ITEM047,2,140,280,EMP004,EMP007,0.0
SALE00667,2026-06-17 23:54:00,TBL003,CUS158,ITEM022,3,252,756,EMP005,EMP008,77.84
SALE00668,2026-06-17 23:17:00,TBL003,CUS158,ITEM024,3,165,495,EMP005,EMP014,46.88
SALE00669,2026-06-17 23:10:00,TBL003,CUS158,ITEM014,2,113,226,EMP006,EMP014,0.0
SALE00670,2026-06-17 22:00:00,TBL004,CUS480,ITEM015,3,101,303,EMP002,EMP014,42.13
SALE00671,2026-06-17 22:24:00,TBL004,CUS480,ITEM007,2,139,278,EMP003,EMP008,26.76
SALE00672,2026-06-17 22:34:00,TBL004,CUS480,ITEM018,1,147,147,EMP002,EMP019,0.0
SALE00673,2026-06-17 21:59:00,TBL004,CUS480,ITEM024,1,165,165,EMP006,EMP007,21.86
SALE00674,2026-06-17 22:19:00,TBL004,CUS480,ITEM037,2,62,124,EMP002,EMP020,0.0
SALE00675,2026-06-17 22:31:00,TBL004,CUS480,ITEM055,3,22,66,EMP001,EMP018,0.0
SALE00676,2026-06-18 00:08:00,TBL004,CUS009,ITEM019,1,141,141,EMP001,EMP012,19.88
SALE00677,2026-06-18 00:11:00,TBL004,CUS029,ITEM025,3,94,282,EMP003,EMP008,0.0
SALE00678,2026-06-18 00:30:00,TBL004,CUS007,ITEM055,2,22,44,EMP002,EMP012,0.0
SALE00679,2026-06-17 23:33:00,TBL004,CUS035,ITEM021,3,98,294,EMP003,EMP020,0.0
SALE00680,2026-06-17 23:37:00,TBL004,CUS002,ITEM032,3,79,237,EMP003,EMP016,0.0
SALE00681,2026-06-17 22:46:00,TBL005,CUS076,ITEM038,1,73,73,EMP004,EMP008,0.0
SALE00682,2026-06-17 23:45:00,TBL005,CUS076,ITEM007,3,139,417,EMP002,EMP008,0.0
SALE00683,2026-06-17 23:04:00,TBL005,CUS076,ITEM022,1,252,252,EMP004,EMP013,25.82
SALE00684,2026-06-17 23:05:00,TBL005,CUS076,ITEM027,3,294,882,EMP002,EMP014,111.38
SALE00685,2026-06-17 23:18:00,TBL006,CUS044,ITEM057,3,22,66,EMP004,EMP007,0.0
SALE00686,2026-06-17 23:02:00,TBL006,CUS044,ITEM005,1,72,72,EMP002,EMP010,3.65
SALE00687,2026-06-17 22:40:00,TBL006,CUS040,ITEM024,3,165,495,EMP004,EMP010,25.11
SALE00688,2026-06-17 23:24:00,TBL006,CUS021,ITEM019,2,141,282,EMP002,EMP020,31.23
SALE00689,2026-06-17 23:18:00,TBL006,CUS042,ITEM017,2,78,156,EMP004,EMP007,22.9
SALE00690,2026-06-17 23:02:00,TBL006,CUS013,ITEM027,1,294,294,EMP004,EMP019,42.13
SALE00691,2026-06-17 23:53:00,TBL006,CUS413,ITEM020,3,73,219,EMP003,EMP014,24.66
SALE00692,2026-06-17 23:54:00,TBL006,CUS413,ITEM017,1,78,78,EMP001,EMP010,0.0
SALE00693,2026-06-18 00:04:00,TBL006,CUS413,ITEM014,2,113,226,EMP006,EMP012,20.13
SALE00694,2026-06-17 23:51:00,TBL006,CUS413,ITEM037,2,62,124,EMP006,EMP020,0.0
SALE00695,2026-06-17 23:21:00,TBL006,CUS413,ITEM007,1,139,139,EMP001,EMP011,0.0
SALE00696,2026-06-17 21:23:00,TBL007,CUS023,ITEM050,1,80,80,EMP002,EMP017,7.39
SALE00697,2026-06-17 21:49:00,TBL007,CUS013,ITEM031,3,51,153,EMP001,EMP008,11.67
SALE00698,2026-06-17 21:50:00,TBL007,CUS046,ITEM057,3,22,66,EMP001,EMP014,4.04
SALE00699,2026-06-17 21:17:00,TBL007,CUS044,ITEM051,3,115,345,EMP001,EMP018,19.43
SALE00700,2026-06-17 21:01:00,TBL007,CUS011,ITEM005,2,72,144,EMP001,EMP014,13.91
SALE00701,2026-06-17 21:49:00,TBL007,CUS017,ITEM050,1,80,80,EMP003,EMP018,7.83
SALE00702,2026-06-17 22:00:00,TBL007,CUS364,ITEM013,1,81,81,EMP006,EMP007,0.0
SALE00703,2026-06-17 23:02:00,TBL007,CUS364,ITEM032,3,79,237,EMP002,EMP018,0.0
SALE00704,2026-06-17 23:14:00,TBL007,CUS364,ITEM024,1,165,165,EMP004,EMP015,19.12
SALE00705,2026-06-17 23:23:00,TBL007,CUS364,ITEM049,3,69,207,EMP006,EMP012,22.36
SALE00706,2026-06-18 00:18:00,TBL007,CUS005,ITEM023,2,244,488,EMP006,EMP015,71.32
SALE00707,2026-06-18 00:14:00,TBL007,CUS002,ITEM009,2,125,250,EMP004,EMP019,29.51
SALE00708,2026-06-17 23:35:00,TBL007,CUS050,ITEM057,1,22,22,EMP005,EMP009,0.0
SALE00709,2026-06-17 23:29:00,TBL007,,ITEM027,1,294,294,EMP005,EMP015,17.75
SALE00710,2026-06-17 23:44:00,TBL007,CUS031,ITEM049,3,69,207,EMP006,EMP018,0.0
SALE00711,2026-06-17 22:38:00,TBL008,CUS326,ITEM027,1,294,294,EMP004,EMP018,0.0
SALE00712,2026-06-17 22:41:00,TBL008,CUS326,ITEM057,3,22,66,EMP006,EMP019,3.3
SALE00713,2026-06-17 22:44:00,TBL008,CUS326,ITEM038,1,73,73,EMP001,EMP018,0.0
SALE00714,2026-06-17 22:32:00,TBL008,CUS326,ITEM027,2,294,588,EMP006,EMP008,0.0
SALE00715,2026-06-17 22:21:00,TBL008,CUS326,ITEM002,1,103,103,EMP002,EMP020,0.0
SALE00716,2026-06-17 22:28:00,TBL008,CUS326,ITEM017,2,78,156,EMP003,EMP017,18.69
SALE00717,2026-06-17 22:28:00,TBL008,CUS326,ITEM025,2,94,188,EMP005,EMP016,0.0
SALE00718,2026-06-17 23:04:00,TBL008,CUS030,ITEM003,3,162,486,EMP004,EMP012,36.73
SALE00719,2026-06-17 23:54:00,TBL008,CUS043,ITEM025,3,94,282,EMP006,EMP016,24.0
SALE00720,2026-06-18 00:02:00,TBL008,CUS015,ITEM002,2,103,206,EMP001,EMP014,12.2
SALE00721,2026-06-18 00:35:00,TBL008,CUS020,ITEM057,1,22,22,EMP003,EMP010,2.13
SALE00722,2026-06-17 23:12:00,TBL008,CUS049,ITEM034,1,75,75,EMP001,EMP017,10.22
SALE00723,2026-06-17 23:23:00,TBL008,CUS024,ITEM038,2,73,146,EMP004,EMP011,0.0
SALE00724,2026-06-17 23:32:00,TBL008,CUS031,ITEM048,3,62,186,EMP005,EMP008,0.0
SALE00725,2026-06-17 23:05:00,TBL008,CUS009,ITEM034,2,75,150,EMP003,EMP016,9.15
SALE00726,2026-06-17 23:31:00,TBL008,CUS041,ITEM005,1,72,72,EMP001,EMP013,0.0
SALE00727,2026-06-17 23:10:00,TBL009,CUS445,ITEM003,2,162,324,EMP006,EMP016,0.0
SALE00728,2026-06-17 21:44:00,TBL009,CUS445,ITEM034,3,75,225,EMP001,EMP009,27.91
SALE00729,2026-06-17 23:11:00,TBL009,CUS445,ITEM050,1,80,80,EMP006,EMP013,8.2
SALE00730,2026-06-17 23:15:00,TBL009,CUS445,ITEM057,3,22,66,EMP001,EMP011,7.93
SALE00731,2026-06-17 22:55:00,TBL009,CUS445,ITEM006,2,97,194,EMP003,EMP014,27.53
SALE00732,2026-06-17 21:55:00,TBL010,CUS164,ITEM011,1,122,122,EMP004,EMP017,0.0
SALE00733,2026-06-17 21:53:00,TBL010,CUS164,ITEM017,2,78,156,EMP005,EMP013,8.42
SALE00734,2026-06-17 22:20:00,TBL010,CUS164,ITEM020,1,73,73,EMP001,EMP012,9.4
SALE00735,2026-06-17 21:31:00,TBL010,CUS164,ITEM059,2,52,104,EMP003,EMP019,14.78
SALE00736,2026-06-17 22:31:00,TBL010,CUS164,ITEM014,1,113,113,EMP004,EMP010,10.03
SALE00737,2026-06-17 23:47:00,TBL010,CUS030,ITEM005,1,72,72,EMP002,EMP020,0.0
SALE00738,2026-06-17 23:41:00,TBL010,CUS016,ITEM005,3,72,216,EMP006,EMP012,0.0
SALE00739,2026-06-17 23:40:00,TBL010,CUS023,ITEM032,1,79,79,EMP001,EMP010,0.0
SALE00740,2026-06-17 23:23:00,TBL010,CUS032,ITEM055,1,22,22,EMP004,EMP016,0.0
SALE00741,2026-06-17 23:48:00,TBL010,CUS027,ITEM058,3,50,150,EMP003,EMP014,0.0
SALE00742,2026-06-17 23:24:00,TBL010,CUS029,ITEM031,1,51,51,EMP006,EMP007,4.56
SALE00743,2026-06-17 23:45:00,TBL010,CUS044,ITEM055,2,22,44,EMP005,EMP014,6.03
SALE00744,2026-06-17 23:23:00,TBL010,CUS021,ITEM049,3,69,207,EMP004,EMP012,20.49
SALE00745,2026-06-17 23:39:00,TBL011,CUS392,ITEM041,1,1127,1127,EMP003,EMP016,91.63
SALE00746,2026-06-17 23:44:00,TBL011,CUS392,ITEM059,1,52,52,EMP003,EMP010,0.0
SALE00747,2026-06-17 23:54:00,TBL011,CUS392,ITEM027,2,294,588,EMP006,EMP017,65.45
SALE00748,2026-06-18 00:27:00,TBL011,CUS392,ITEM052,1,721,721,EMP003,EMP018,59.2
SALE00749,2026-06-18 00:32:00,TBL011,CUS392,ITEM038,3,73,219,EMP006,EMP011,15.46
SALE00750,2026-06-18 00:37:00,TBL011,CUS392,ITEM054,1,1347,1347,EMP003,EMP010,163.94
SALE00751,2026-06-18 00:17:00,TBL011,CUS392,ITEM030,1,2572,2572,EMP001,EMP011,225.45
SALE00752,2026-06-18 00:43:00,TBL011,CUS392,ITEM026,1,331,331,EMP003,EMP014,49.35
SALE00753,2026-06-17 23:54:00,TBL011,CUS392,ITEM013,2,81,162,EMP006,EMP014,15.82
SALE00754,2026-06-17 23:21:00,TBL012,CUS358,ITEM001,1,149,149,EMP005,EMP020,13.21
SALE00755,2026-06-17 23:56:00,TBL012,CUS358,ITEM007,1,139,139,EMP004,EMP009,0.0
SALE00756,2026-06-17 23:34:00,TBL012,CUS358,ITEM040,1,426,426,EMP002,EMP017,54.94
SALE00757,2026-06-18 00:18:00,TBL012,CUS358,ITEM021,1,98,98,EMP004,EMP020,6.91
SALE00758,2026-06-17 23:51:00,TBL012,CUS358,ITEM030,2,2572,5144,EMP002,EMP010,465.58
SALE00759,2026-06-18 00:00:00,TBL012,CUS358,ITEM019,1,141,141,EMP001,EMP017,0.0
SALE00760,2026-06-17 23:46:00,TBL012,CUS358,ITEM002,2,103,206,EMP004,EMP007,25.22
SALE00761,2026-06-17 23:29:00,TBL012,CUS358,ITEM006,2,97,194,EMP003,EMP012,0.0
SALE00762,2026-06-18 00:14:00,TBL012,CUS358,ITEM011,1,122,122,EMP006,EMP015,15.98
SALE00763,2026-06-17 23:29:00,TBL012,CUS358,ITEM025,2,94,188,EMP001,EMP018,0.0
SALE00764,2026-06-17 23:37:00,TBL012,CUS358,ITEM034,2,75,150,EMP002,EMP020,20.57
SALE00765,2026-06-18 00:08:00,TBL012,CUS358,ITEM005,1,72,72,EMP001,EMP016,0.0
SALE00766,2026-06-17 22:00:00,TBL013,CUS175,ITEM031,2,51,102,EMP001,EMP019,0.0
SALE00767,2026-06-17 22:04:00,TBL013,CUS175,ITEM005,1,72,72,EMP002,EMP015,6.93
SALE00768,2026-06-17 23:00:00,TBL013,CUS175,ITEM047,1,140,140,EMP002,EMP019,18.98
SALE00769,2026-06-17 23:00:00,TBL013,CUS175,ITEM033,1,54,54,EMP001,EMP014,3.41
SALE00770,2026-06-17 23:01:00,TBL013,CUS175,ITEM054,1,1347,1347,EMP002,EMP018,100.78
SALE00771,2026-06-17 23:01:00,TBL013,CUS175,ITEM049,1,69,69,EMP002,EMP007,7.1
SALE00772,2026-06-17 23:01:00,TBL013,CUS175,ITEM049,2,69,138,EMP005,EMP014,0.0
SALE00773,2026-06-17 23:01:00,TBL013,CUS175,ITEM023,3,244,732,EMP003,EMP015,0.0
SALE00774,2026-06-17 23:00:00,TBL013,CUS175,ITEM055,2,22,44,EMP002,EMP008,3.82
SALE00775,2026-06-17 23:01:00,TBL013,CUS175,ITEM039,2,744,1488,EMP001,EMP012,186.05
SALE00776,2026-06-17 22:27:00,TBL013,CUS175,ITEM050,3,80,240,EMP005,EMP019,0.0
SALE00777,2026-06-17 22:02:00,TBL013,CUS175,ITEM002,1,103,103,EMP004,EMP013,9.94
SALE00778,2026-06-17 23:18:00,TBL013,CUS354,ITEM027,1,294,294,EMP006,EMP008,16.26
SALE00779,2026-06-17 23:19:00,TBL013,CUS354,ITEM025,3,94,282,EMP005,EMP011,28.55
SALE00780,2026-06-17 23:42:00,TBL013,CUS354,ITEM060,2,48,96,EMP002,EMP011,0.0
SALE00781,2026-06-18 01:23:00,TBL013,CUS354,ITEM007,1,139,139,EMP003,EMP007,9.99
SALE00782,2026-06-18 00:42:00,TBL013,CUS354,ITEM002,2,103,206,EMP005,EMP014,17.03
SALE00783,2026-06-18 01:04:00,TBL013,CUS354,ITEM052,1,721,721,EMP004,EMP019,84.09
SALE00784,2026-06-17 23:19:00,TBL013,CUS354,ITEM048,3,62,186,EMP004,EMP012,0.0
SALE00785,2026-06-17 23:18:00,TBL013,CUS354,ITEM047,3,140,420,EMP002,EMP008,32.58
SALE00786,2026-06-17 23:17:00,TBL013,CUS354,ITEM003,2,162,324,EMP002,EMP013,29.73
SALE00787,2026-06-17 23:11:00,TBL014,CUS160,ITEM037,2,62,124,EMP001,EMP008,6.66
SALE00788,2026-06-17 23:21:00,TBL014,CUS160,ITEM051,1,115,115,EMP006,EMP014,13.45
SALE00789,2026-06-17 23:32:00,TBL014,CUS160,ITEM022,3,252,756,EMP004,EMP011,79.22
SALE00790,2026-06-17 23:26:00,TBL014,CUS160,ITEM048,2,62,124,EMP005,EMP009,0.0
SALE00791,2026-06-18 00:28:00,TBL014,CUS160,ITEM038,3,73,219,EMP005,EMP019,0.0
SALE00792,2026-06-17 23:42:00,TBL014,CUS160,ITEM002,2,103,206,EMP005,EMP011,25.22
SALE00793,2026-06-17 23:17:00,TBL014,CUS160,ITEM038,2,73,146,EMP001,EMP020,10.56
SALE00794,2026-06-17 23:19:00,TBL014,CUS160,ITEM057,1,22,22,EMP001,EMP018,1.9
SALE00795,2026-06-17 23:31:00,TBL015,CUS382,ITEM037,2,62,124,EMP002,EMP016,17.71
SALE00796,2026-06-17 23:55:00,TBL015,CUS382,ITEM042,2,737,1474,EMP002,EMP013,78.21
SALE00797,2026-06-18 00:02:00,TBL015,CUS382,ITEM008,2,157,314,EMP004,EMP016,29.21
SALE00798,2026-06-17 23:11:00,TBL015,CUS382,ITEM016,3,126,378,EMP002,EMP016,33.14
SALE00799,2026-06-17 22:23:00,TBL015,CUS382,ITEM028,2,343,686,EMP001,EMP007,36.54
SALE00800,2026-06-17 23:39:00,TBL015,CUS382,ITEM006,1,97,97,EMP003,EMP008,10.5
SALE00801,2026-06-17 23:25:00,TBL015,CUS382,ITEM040,1,426,426,EMP004,EMP008,33.71
SALE00802,2026-06-17 21:45:00,TBL016,CUS354,ITEM026,2,331,662,EMP003,EMP017,49.03
SALE00803,2026-06-17 23:03:00,TBL016,CUS354,ITEM039,1,744,744,EMP002,EMP008,0.0
SALE00804,2026-06-17 22:43:00,TBL016,CUS354,ITEM053,1,1105,1105,EMP003,EMP016,108.47
SALE00805,2026-06-17 22:40:00,TBL016,CUS354,ITEM060,3,48,144,EMP005,EMP018,20.7
SALE00806,2026-06-17 23:05:00,TBL016,CUS354,ITEM031,3,51,153,EMP004,EMP010,8.4
SALE00807,2026-06-17 22:05:00,TBL016,CUS354,ITEM032,2,79,158,EMP006,EMP020,10.0
SALE00808,2026-06-17 22:51:00,TBL016,CUS354,ITEM046,1,199,199,EMP005,EMP020,0.0
SALE00809,2026-06-17 23:04:00,TBL016,CUS354,ITEM032,2,79,158,EMP002,EMP015,23.02
SALE00810,2026-06-17 23:21:00,TBL016,CUS354,ITEM033,1,54,54,EMP006,EMP020,0.0
SALE00811,2026-06-18 00:33:00,TBL016,CUS407,ITEM040,1,426,426,EMP001,EMP014,0.0
SALE00812,2026-06-18 00:56:00,TBL016,CUS407,ITEM019,3,141,423,EMP001,EMP011,38.38
SALE00813,2026-06-18 00:52:00,TBL016,CUS407,ITEM051,1,115,115,EMP004,EMP014,0.0
SALE00814,2026-06-17 23:57:00,TBL016,CUS407,ITEM015,2,101,202,EMP004,EMP011,23.27
SALE00815,2026-06-17 23:00:00,TBL016,CUS407,ITEM040,1,426,426,EMP005,EMP010,61.86
SALE00816,2026-06-17 23:09:00,TBL016,CUS407,ITEM026,1,331,331,EMP003,EMP015,0.0
SALE00817,2026-06-18 00:33:00,TBL016,CUS407,ITEM027,1,294,294,EMP006,EMP019,32.35
SALE00818,2026-06-18 00:00:00,TBL016,CUS407,ITEM046,1,199,199,EMP004,EMP015,0.0
SALE00819,2026-06-17 23:20:00,TBL016,CUS407,ITEM042,1,737,737,EMP003,EMP017,72.22
SALE00820,2026-06-17 23:37:00,TBL016,CUS407,ITEM053,1,1105,1105,EMP006,EMP011,155.36
SALE00821,2026-06-18 00:59:00,TBL016,CUS407,ITEM011,2,122,244,EMP003,EMP011,0.0
SALE00822,2026-06-17 23:00:00,TBL016,CUS407,ITEM056,1,18,18,EMP002,EMP008,0.0
SALE00823,2026-06-17 23:57:00,TBL016,CUS407,ITEM018,1,147,147,EMP003,EMP008,19.63
SALE00824,2026-06-18 00:11:00,TBL016,CUS407,ITEM033,2,54,108,EMP001,EMP012,0.0
SALE00825,2026-06-17 23:32:00,TBL016,CUS407,ITEM025,1,94,94,EMP006,EMP007,0.0
SALE00826,2026-06-17 23:41:00,TBL016,CUS407,ITEM051,1,115,115,EMP002,EMP012,15.13
SALE00827,2026-06-17 23:43:00,TBL016,CUS407,ITEM031,3,51,153,EMP004,EMP019,0.0
SALE00828,2026-06-17 22:10:00,TBL017,CUS049,ITEM001,2,149,298,EMP002,EMP020,30.41
SALE00829,2026-06-17 23:35:00,TBL017,CUS002,ITEM039,2,744,1488,EMP006,EMP019,167.39
SALE00830,2026-06-17 23:27:00,TBL017,CUS003,ITEM041,1,1127,1127,EMP003,EMP007,0.0
SALE00831,2026-06-17 22:19:00,TBL017,CUS004,ITEM043,1,1237,1237,EMP003,EMP012,0.0
SALE00832,2026-06-17 23:19:00,TBL017,CUS011,ITEM024,1,165,165,EMP004,EMP007,12.96
SALE00833,2026-06-17 23:17:00,TBL017,CUS016,ITEM056,1,18,18,EMP005,EMP020,1.1
SALE00834,2026-06-17 23:13:00,TBL017,CUS019,ITEM021,1,98,98,EMP005,EMP019,5.38
SALE00835,2026-06-17 22:10:00,TBL017,CUS044,ITEM036,3,47,141,EMP006,EMP015,0.0
SALE00836,2026-06-17 22:12:00,TBL017,CUS019,ITEM059,3,52,156,EMP004,EMP019,0.0
SALE00837,2026-06-17 22:58:00,TBL018,CUS035,ITEM003,2,162,324,EMP005,EMP008,35.34
SALE00838,2026-06-17 23:05:00,TBL018,CUS006,ITEM016,1,126,126,EMP006,EMP016,0.0
SALE00839,2026-06-17 23:22:00,TBL018,CUS043,ITEM002,2,103,206,EMP002,EMP009,0.0
SALE00840,2026-06-17 22:24:00,TBL018,CUS012,ITEM027,1,294,294,EMP005,EMP019,0.0
SALE00841,2026-06-17 23:19:00,TBL018,CUS022,ITEM016,1,126,126,EMP006,EMP013,12.95
